Gene Synonym,Gene name
LINC00414,ANKRD26P3
FLJ25053,ANKRD29
NY-BR-1.1,ANKRD30B
ANKRD30BP,ANKRD30BP1
C21ORF110,ANKRD30BP1
PRED4,ANKRD30BP1
C21ORF99,ANKRD30BP2
CT85,ANKRD30BP2
CTSP-1,ANKRD30BP2
DP58,ANKRD34B
UNQ2430,ANKRD36
FLJ21281,ANKRD36B
KIAA1641,ANKRD36B
ANKRD26L1,ANKRD36BP1
ANKRD36BL1,ANKRD36BP1
MGC12538,ANKRD36BP1
MGC15396,ANKRD40
C17ORF73,ANKRD40CL
FLJ20694,ANKRD40CL
LINC00483,ANKRD40CL
PP6-ARS-B,ANKRD44
KIAA1223,ANKRD50
LIAR,ANKRD54
FLJ11795,ANKRD55
BA196N14.3,ANKRD60
C20ORF86,ANKRD60
DKFZP779B1634,ANKRD62
VWFP1-ANKRD62P1-PARP4P3,ANKRD62P1-PARP4P3
FLJ32345,ANKS3
FLJ32767,ANKS3
KIAA1977,ANKS3
FLJ38819,ANKS4B
HARP,ANKS4B
C3ORF16,ANKUB1
C11ORF25,ANO3
DYT23,ANO3
GENX-3947,ANO3
TMEM16C,ANO3
FLJ34221,ANO4
FLJ34272,ANO4
FLJ35277,ANO4
TMEM16D,ANO4
ANO7P1,ANO7L1
C1ORF224,ANO7L1
TMEM16M,ANO7L1
FLJ10375,ANO10
MGC47890,ANO10
SCAR10,ANO10
TMEM16K,ANO10
ADMLX,ANOS1
KAL,ANOS1
KAL1,ANOS1
KALIG-1,ANOS1
WFDC19,ANOS1
ADMLY,ANOS2P
KAL-Y,ANOS2P
KALP,ANOS2P
PP32R1,ANP32C
AP-N,ANPEP
CD13,ANPEP
GP150,ANPEP
HAPN,ANPEP
LAP1,ANPEP
P150,ANPEP
PEPN,ANPEP
C16ORF24,ANTKMT
FAM173A,ANTKMT
MGC2494,ANTKMT
CMG-2,ANTXR2
CMG2,ANTXR2
FLJ31074,ANTXR2
ANX1,ANXA1
LPC1,ANXA1
ANX2,ANXA2
ANX2L4,ANXA2
CAL1H,ANXA2
LIP2,ANXA2
LPC2D,ANXA2
ANX2L1,ANXA2P1
ANX2P1,ANXA2P1
LPC2A,ANXA2P1
ANX2L2,ANXA2P2
ANX2P2,ANXA2P2
LPC2B,ANXA2P2
ANX2L3,ANXA2P3
ANX2P3,ANXA2P3
LIP2,ANXA2P3
LPC2C,ANXA2P3
ANX3,ANXA3
ANX4,ANXA4
ANX5,ANXA5
CPB-I,ANXA5
ENX2,ANXA5
PAP-I,ANXA5
RPRGL3,ANXA5
VAC-ALPH,ANXA5
ANX7,ANXA7
ANX8,ANXA8
ANXA8L2,ANXA8L1
BA145E20.2,ANXA8L1
BA301J7.3,ANXA8L1
ANX14,ANXA10
ANX11,ANXA11
ANX13,ANXA13
ABP,AOC1
ABP1,AOC1
DAO,AOC1
DAO2,AOC2
RAO,AOC2
HPAO,AOC3
VAP-1,AOC3
VAP1,AOC3
2C18,AP1AR
C4ORF16,AP1AR
GAMMA-BAR,AP1AR
PRO0971,AP1AR
ADTB1,AP1B1
AP105A,AP1B1
BAM22,AP1B1
CLAPB2,AP1B1
DJ127L4.2,AP1B1P1
ADTB1L2,AP1B1P2
DJ127L4.3,AP1B1P2
G2AD,AP1G2
AP47,AP1M1
CLAPM2,AP1M1
MU1A,AP1M1
AP19,AP1S1
CLAPS1,AP1S1
EKV3,AP1S1
SIGMA1A,AP1S1
WUGSC:H_DJ0747G18.2,AP1S1
MRX59,AP1S2
MRXS5,AP1S2
PGS,AP1S2
SIGMA1B,AP1S2
ADTAB,AP2A2
CLAPA2,AP2A2
DKFZP564D1864,AP2A2
HIP9,AP2A2
HYPJ,AP2A2
KIAA0899,AP2A2
ADTB2,AP2B1
CLAPB1,AP2B1
NAPTB,AP3B2
CLAPS3,AP3S1
SIGMA3B,AP3S2
AP-4-EPSILON,AP4E1
SPG51,AP4E1
MU-4,AP4M1
MU-ARP2,AP4M1
SPG50,AP4M1
AP47B,AP4S1
CLA20,AP4S1
SPG52,AP4S1
C14ORF108,AP5M1
FLJ10813,AP5M1
MU5,AP5M1
MUD,AP5M1
MUDENG,AP5M1
C20ORF29,AP5S1
FLJ11168,AP5S1
KIAA0415,AP5Z1
SPG48,AP5Z1
ZETA,AP5Z1
D9S411E,APBA1
MINT1,APBA1
X11,APBA1
D15S1518E,APBA2
HST16821,APBA2
LIN-10,APBA2
MGC:14091,APBA2
MINT2,APBA2
X11L,APBA2
MINT3,APBA3
X11L2,APBA3
INAG1,APBB1IP
RIAM,APBB1IP
APCL,APC2
B7323,APCDD1
FLJ90166,APCDD1L
APCDD1L-AS1,APCDD1L-DT
ELA,APELA
ENDE,APELA
TDL,APELA
APE,APEX1
APE-1,APEX1
APEN,APEX1
APEX,APEX1
APX,APEX1
HAP1,APEX1
REF-1,APEX1
REF1,APEX1
APE2,APEX2
APEXL2,APEX2
XTH2,APEX2
ZGRF2,APEX2
APH-1B,APH1B
DKFZP564D0372,APH1B
PSFL,APH1B
API5L1,API5P1
APELIN,APLN
XNPEP2,APLN
BSCV,APMAP
C20ORF3,APMAP
APOBEC-1,APOBEC1
BEDP,APOBEC1
CDAR1,APOBEC1
HEPR,APOBEC1
ARCD1,APOBEC2
ARP1,APOBEC2
ARP3,APOBEC3A
PHRBN,APOBEC3A
FLJ21201,APOBEC3B
PHRBNL,APOBEC3B
APOBEC1L,APOBEC3C
ARDC2,APOBEC3C
ARDC4,APOBEC3C
ARP5,APOBEC3C
BK150C2.3,APOBEC3C
PBI,APOBEC3C
APOBEC3DE,APOBEC3D
APOBEC3E,APOBEC3D
ARP6,APOBEC3D
ARP8,APOBEC3F
BK150C2.4.MRNA,APOBEC3F
KA6,APOBEC3F
BK150C2.7,APOBEC3G
CEM15,APOBEC3G
DJ494G10.1,APOBEC3G
FLJ12740,APOBEC3G
MDS019,APOBEC3G
ARP10,APOBEC3H
APOL,APOL1
APOL-II,APOL2
APOLIII,APOL3
CG12-1,APOL3
APOLIV,APOL4
APOLV,APOL5
APOL-VI,APOL6
APOLVI,APOL6
APO-M,APOM
G3A,APOM
NG20,APOM
FAM121B,APOO
MGC4825,APOO
MIC23,APOO
MIC26,APOO
MICOS26,APOO
MY025,APOO
AAIR8193,APOOL
CXORF33,APOOL
FAM121A,APOOL
MIC27,APOOL
MICOS27,APOOL
UNQ8193,APOOL
AD1,APP
ALPHA-SAPP,APP
APPL,APPL1
DIP13B,APPL2
FLJ10659,APPL2
C3ORF35,APRG1
AOA,APTX
AOA1,APTX
AXA1,APTX
EAOH,APTX
EOAHA,APTX
FLJ20157,APTX
GIL,AQP3
AQP-4,AQP4
HAQP4,AQP4
MIWC,AQP4
C18ORF16,AQP4-AS1
CHST9-AS1,AQP4-AS1
FLJ30507,AQP4-AS1
AQP7L,AQP7
AQP9,AQP7
AQPAP,AQP7
AQPX1,AQP11
ARAF1,ARAF
ARAF2,ARAFP2
ARAF2P,ARAFP2
ARAFPS,ARAFP2
PKS1,ARAFP2
ARAF3P,ARAFP3
CENTD3,ARAP3
DRAG1,ARAP3
FLJ21065,ARAP3
FIEL1,AREL1
KIAA0317,AREL1
DJ885L7.7,ARF4P2
ARF1GAP,ARFGAP1
BA261N11.3,ARFGAP1
FLJ10767,ARFGAP1
ARFGAP1,ARFGAP3
ARFGEP1,ARFGEF1
BIG1,ARFGEF1
DKFZP434L057,ARFGEF1
P200,ARFGEF1
BIG2,ARFGEF2
BIG3,ARFGEF3
C6ORF92,ARFGEF3
DJ171N11.1,ARFGEF3
KIAA1244,ARFGEF3
PPP1R33,ARFGEF3
HSU52521,ARFIP1
ARL18,ARFRP1
ARP,ARFRP1
ARP1,ARFRP1
FLJ10154,ARGLU1
GFI2,ARHGAP5
P190-B,ARHGAP5
P190BRHOGAP,ARHGAP5
RHOGAP5,ARHGAP5
C14ORF128,ARHGAP5-AS1
MGC15504,ARHGAP5-AS1
RHOGAPX-1,ARHGAP6
BPGAP1,ARHGAP8
FLJ20185,ARHGAP8
10C,ARHGAP9
MGC1295,ARHGAP9
FLJ20896,ARHGAP10
FLJ41791,ARHGAP10
GRAF2,ARHGAP10
KIAA0013,ARHGAP11A
B'-T,ARHGAP11B
FAM7B1,ARHGAP11B
FLJ10971,ARHGAP12
FLJ20737,ARHGAP12
FLJ21785,ARHGAP12
ARHGAP15P,ARHGAP16P
FLJ10308,ARHGAP17
FLJ13219,ARHGAP17
NADRIN,ARHGAP17
RICH1,ARHGAP17
WBP15,ARHGAP17
FLJ00194,ARHGAP19
MGC14258,ARHGAP19
ARHGAP10,ARHGAP21
KIAA1424,ARHGAP21
RHOGAP2,ARHGAP22
FLJ35752,ARHGAP22-IT1
KIAA1501,ARHGAP23
DKFZP564B1162,ARHGAP24
FILGAP,ARHGAP24
FLJ33877,ARHGAP24
GRAF,ARHGAP26
KIAA0621,ARHGAP26
OPHN1L,ARHGAP26
OPHN1L1,ARHGAP26
CAMGAP1,ARHGAP27
FLJ43547,ARHGAP27
SH3D20,ARHGAP27
SH3P20,ARHGAP27
FLJ10312,ARHGAP28
KIAA1314,ARHGAP28
PARG1,ARHGAP29
CDGAP,ARHGAP31
FLJ30058,ARHGAP36
C20ORF95,ARHGAP40
DJ1100H13.4,ARHGAP40
AD031,ARHGAP42
FLJ32810,ARHGAP42
GRAF3,ARHGAP42
TMEM133,ARHGAP42
AK124326,ARHGAP42-AS1
OPHN1P1,ARHGAP42P3
RHOGDI-3,ARHGDIG
GEF5,ARHGEF5
P60,ARHGEF5
TIM,ARHGEF5
TIM1,ARHGEF5
ALPHA-PIX,ARHGEF6
ALPHAPIX,ARHGEF6
APIX,ARHGEF6
COOL-2,ARHGEF6
COOL2,ARHGEF6
KIAA0006,ARHGEF6
MRX46,ARHGEF6
BETA-PIX,ARHGEF7
COOL1,ARHGEF7
DKFZP686C12170,ARHGEF7
DKFZP761K1021,ARHGEF7
KIAA0142,ARHGEF7
NBLA10314,ARHGEF7
P50,ARHGEF7
P50BP,ARHGEF7
P85,ARHGEF7
P85COOL1,ARHGEF7
P85SPR,ARHGEF7
PAK3,ARHGEF7
PIXB,ARHGEF7
KIAA0424,ARHGEF9
PEM-2,ARHGEF9
GEF10,ARHGEF10
KIAA0294,ARHGEF10
KIAA0382,ARHGEF12
LARG,ARHGEF12
ARGEF15,ARHGEF15
FLJ13791,ARHGEF15
KIAA0915,ARHGEF15
MGC44868,ARHGEF15
VSM-RHOGEF,ARHGEF15
KIAA0337,ARHGEF17
P164-RHOGEF,ARHGEF17
TEM4,ARHGEF17
FLJ33962,ARHGEF19
WGEF,ARHGEF19
GEFT,ARHGEF25
P63RHOGEF,ARHGEF25
DKFZP434D146,ARHGEF26
SGEF,ARHGEF26
ARHGEF5L,ARHGEF35
CTAGE4,ARHGEF35
FLJ43692,ARHGEF35
FLJ41603,ARHGEF37
FLJ20184,ARHGEF38
C9ORF100,ARHGEF39
FLJ14642,ARHGEF39
FLJ10357,ARHGEF40
SOLO,ARHGEF40
BRIGHT,ARID3A
DRIL1,ARID3A
BDP,ARID3B
DRIL2,ARID3B
RBBP1,ARID4A
RBP-1,ARID4A
RBP1,ARID4A
FLJ21150,ARID5B
MRF2,ARID5B
ARI,ARIH1
HARI,ARIH1
HHARI,ARIH1
UBCH7BP,ARIH1
C3ORF71,ARIH2OS
ARIH2P,ARIH2P1
ARFL1,ARL1
ARFL2,ARL2
BART,ARL2BP
BART1,ARL2BP
RP66,ARL2BP
HST2883,ARL2BPP1
ARL2BPL,ARL2BPP2
BCM1040,ARL2BPP2
ARL4,ARL4A
ARL7,ARL4C
LAK,ARL4C
AIP1,ARL6IP1
ARL6IP,ARL6IP1
ARMER,ARL6IP1
KIAA0069,ARL6IP1
SPG61,ARL6IP1
ARL6IPP1,ARL6IP1P1
ARLTS1,ARL11
FLJ33930,ARL11
ARL13,ARL13A
ARF7EP,ARL14EP
C11ORF46,ARL14EP
FLJ38968,ARL14EP
ARL17,ARL17B
LINC02170,ARLNC1
PRCAT47,ARLNC1
ARCP,ARMC1
FLJ10511,ARMC1
BA787I22.1,ARMC2
DKFZP434P0714,ARMC2
CT81,ARMC3
FLJ32827,ARMC3
FLJ13063,ARMC5
MGC19595,ARMC6
MGC3195,ARMC10
SVH,ARMC10
ALEX1,ARMCX1
GASP7,ARMCX1
ALEX2,ARMCX2
GASP9,ARMCX2
KIAA0512,ARMCX2
ALEX3,ARMCX3
GASP6,ARMCX3
CXORF35,ARMCX4
GASP4,ARMCX4
MGC40053,ARMCX4
FLJ12969,ARMCX5
GASP5,ARMCX5
FLJ20811,ARMCX6
GASP10,ARMCX6
C10ORF76,ARMH3
FLJ13114,ARMH3
C14ORF37,ARMH4
UT2,ARMH4
ARMD8,ARMS2
LOC387715,ARMS2
C6ORF211,ARMT1
FLJ12910,ARMT1
ARPC3B,ARPC3P1
DJ470L14.3,ARPC3P1
ARC16-2,ARPC5L
MGC3038,ARPC5L
C15ORF38,ARPIN
MGC61550,ARPIN
C15ORF38-AP3S2,ARPIN-AP3S2
ARPP-16,ARPP19
ARPP-19,ARPP19
ARPP16,ARPP19
ENSAL,ARPP19
ARRX,ARR3
MGC40555,ARRDC1
KIAA1376,ARRDC3
TLIMP,ARRDC3
FLJ36045,ARRDC4
ASA,ARSA
ASB,ARSB
ASD,ARSD
ARSDP,ARSDP1
ARSDY1,ARSDP1
ASF,ARSF
ARSFP,ARSFP1
FLJ16069,ARSI
SPG66,ARSI
ARSE,ARSL
CDPX,ARSL
CDPX1,ARSL
ARSEP,ARSLP1
ARSEP1,ARSLP1
CT121,ARX
EIEE1,ARX
ISSX,ARX
MRX29,ARX
MRX32,ARX
MRX33,ARX
MRX36,ARX
MRX38,ARX
MRX43,ARX
MRX54,ARX
MRX76,ARX
MRX87,ARX
MRXS1,ARX
PRTS,ARX
AC,ASAH1
ACDASE,ASAH1
ASAH,ASAH1
FLJ21558,ASAH1
PHP32,ASAH1
CENTB4,ASAP1
DDEF1,ASAP1
KIAA1249,ASAP1
PAP,ASAP1
ZG14P,ASAP1
CENTB3,ASAP2
DDEF2,ASAP2
KIAA0400,ASAP2
PAP,ASAP2
SHAG1,ASAP2
CENTB6,ASAP3
DDEFL1,ASAP3
FLJ20199,ASAP3
UPLC1,ASAP3
ASB-2,ASB2
ASB-3,ASB3
ASB-4,ASB4
DKFZP564L0862,ASB9
FLJ20636,ASB9
MGC4954,ASB9
GLC1F,ASB10
DKFZP779E2460,ASB11
FLJ39577,ASB12
FLJ13134,ASB13
MGC19879,ASB13
DKFZP313L0121,ASB14
ASC1P100,ASCC2
DKFZP586O0223,ASCC2
FLJ21588,ASCC2
ASC1P200,ASCC3
DJ121G13.4,ASCC3
DJ467N11.1,ASCC3
HELIC1,ASCC3
RNAH,ASCC3
ASH1,ASCL1
BHLHA46,ASCL1
HASH1,ASCL1
CIA,ASF1A
DKFZP547E2110,ASF1A
FLJ10604,ASF1B
ACCN3,ASIC3
DRASIC,ASIC3
TNAC1,ASIC3
ACCN5,ASIC5
HINAC,ASIC5
INAC,ASIC5
AGTIL,ASIP
ASP,ASIP
ASAL,ASL
ASLL,ASLP1
ASMTY,ASMT
HIOMT,ASMT
HIOMTY,ASMT
ASMTL-AS,ASMTL-AS1
ASMTLAS,ASMTL-AS1
CXYORF2,ASMTL-AS1
FLJ13330,ASMTL-AS1
NCRNA00105,ASMTL-AS1
FLJ39838,ASPHD2
FLJ20129,ASPN
PLAP-1,ASPN
SLRR1C,ASPN
ASPL,ASPSCR1
ASPS,ASPSCR1
TUG,ASPSCR1
UBXD9,ASPSCR1
UBXN9,ASPSCR1
ALP,ASRGL1
ALP1,ASRGL1
FLJ22316,ASRGL1
ASS,ASS1
CTLN1,ASS1
ASSP1,ASS1P1
ASSP3,ASS1P3
ASSP4,ASS1P4
ASSP5,ASS1P5
ASSP6,ASS1P6
ASSP8,ASS1P8
ASSP9,ASS1P9
ASSP10,ASS1P10
ASSP11,ASS1P11
TCAG_1641141,ASS1P11
ASSP12,ASS1P12
ASSP13,ASS1P13
ASTN,ASTN1
KIAA0634,ASTN2
KIAA0978,ASXL1
KIAA1713,ASXL3
FLJ14600,ATAD1
MSP1,ATAD1
ANCCA,ATAD2
CT137,ATAD2
DKFZP667N1320,ATAD2
MGC29843,ATAD2
MGC5254,ATAD2
PRO2000,ATAD2
KIAA1240,ATAD2B
C6ORF134,ATAT1
EM:AB023049.7,ATAT1
FLJ13158,ATAT1
MEC17,ATAT1
ATE1-AS1,ATE1OSP
ENST00000437593,ATE1OSP
CREB-2,ATF4
TAXREB67,ATF4
TXREB,ATF4
ATF4P,ATF4P1
TAXREB67P,ATF4P1
TXREBP,ATF4P1
CREBL1,ATF6B
G13,ATF6B
BLTP4B,ATG2B
C14ORF103,ATG2B
FLJ10242,ATG2B
APG3L,ATG3
DKFZP564M1178,ATG3
FLJ22125,ATG3
MGC15201,ATG3
PC3-96,ATG3
ATG3P,ATG3P1
DJ54G6.1,ATG3P1
APG4A,ATG4A
AUTL2,ATG4A
APG4B,ATG4B
AUTL1,ATG4B
DKFZP586D1822,ATG4B
KIAA0943,ATG4B
APG4C,ATG4C
AUTL1,ATG4C
AUTL3,ATG4C
FLJ14867,ATG4C
APG5,ATG5
APG5L,ATG5
ASP,ATG5
HAPG5,ATG5
APG10L,ATG10
DKFZP586I0418,ATG10
FLJ13954,ATG10
APG12,ATG12
APG12L,ATG12
ATG12P,ATG12P1
ATG14L,ATG14
KIAA0831,ATG14
APG16L,ATG16L1
ATG16A,ATG16L1
ATG16L,ATG16L1
FLJ10035,ATG16L1
WDR30,ATG16L1
AD-FSP,ATL1
FSP1,ATL1
SPG3,ATL1
SPG3A,ATL1
DKFZP564J0863,ATL3
ASCIZ,ATMIN
KIAA0431,ATMIN
ZNF822,ATMIN
B37,ATN1
D12S755E,ATN1
DRPLA,ATN1
BHLHA13,ATOH7
MATH5,ATOH7
FAM214A,ATOSA
FLJ10980,ATOSA
KIAA1370,ATOSA
BA182N22.6,ATOSB
FAM214B,ATOSB
FLJ11560,ATOSB
KIAA1539,ATOSB
FAM214BP1,ATOSBP1
HAH1,ATOX1
FHM2,ATP1A2
MHP2,ATP1A2
AMOG,ATP1B2
CD298,ATP1B3
FLJ29027,ATP1B3
ATP2A,ATP2A1
SERCA1,ATP2A1
SERCA3,ATP2A3
KIAA0703,ATP2C2
SPCA2,ATP2C2
RP11-517C16.2,ATP2C2-AS1
RP11-517C16.2-001,ATP2C2-AS1
ATP6B,ATP4B
ATP5A,ATP5F1A
ATP5A1,ATP5F1A
ATP5AL2,ATP5F1A
ATPM,ATP5F1A
HATP1,ATP5F1A
OMR,ATP5F1A
ORM,ATP5F1A
ATP5A1P1,ATP5F1AP1
ATP5A1P5,ATP5F1AP1
ATP5A1P6,ATP5F1AP1
ATP5AL1,ATP5F1AP1
ATP5AP1,ATP5F1AP1
ATP5A1P2,ATP5F1AP2
ATP5AP2,ATP5F1AP2
ATP5A1P4,ATP5F1AP4
ATP5AP4,ATP5F1AP4
ATP5A1P7,ATP5F1AP7
ATP5A1P9,ATP5F1AP7
ATP5A1P8,ATP5F1AP8
ATP5A1P10,ATP5F1AP10
ATP5C,ATP5F1C
ATP5C1,ATP5F1C
ATP5CL1,ATP5F1C
ATP5C1P1,ATP5F1CP1
ATP5C2,ATP5F1CP1
ATP5CL2,ATP5F1CP1
ATP5E,ATP5F1E
ATP5EP1,ATP5F1EP1
ATP5EP2,ATP5F1EP2
ATPI,ATP5IF1
ATPIF1,ATP5IF1
ATPIP,ATP5IF1
IP,ATP5IF1
MGC1167,ATP5IF1
MGC8898,ATP5IF1
ATP5G,ATP5MC1
ATP5G1,ATP5MC1
ATP5G1P1,ATP5MC1P1
ATP5GP3,ATP5MC1P1
ATP5G1P4,ATP5MC1P4
ATP5G1P5,ATP5MC1P5
ATP5G1P6,ATP5MC1P6
ATP5G1P7,ATP5MC1P7
ATP5G1P8,ATP5MC1P8
ATP5G2P1,ATP5MC2P1
ATP5GP1,ATP5MC2P1
ATP5G2P2,ATP5MC2P2
ATP5GP2,ATP5MC2P2
ATP5G2P3,ATP5MC2P3
ATP5G2P4,ATP5MC2P4
ATP5J2,ATP5MF
ATP5JL,ATP5MF
ATP5J2LP,ATP5MFP1
ATP5J2P2,ATP5MFP2
BA249L21.4,ATP5MFP2
ATP5J2P3,ATP5MFP3
BA159H20.5,ATP5MFP3
ATP5J2P6,ATP5MFP6
ATP5K2,ATP5MGL
ATP5L2,ATP5MGL
DJ222E13.5,ATP5MGL
ATP5KP1,ATP5MGP1
ATP5LP1,ATP5MGP1
ATPE5KP1,ATP5MGP1
ATP5KP2,ATP5MGP2
ATP5LP2,ATP5MGP2
ATP5LP4,ATP5MGP4
ATP5LP5,ATP5MGP5
ATP5LP8,ATP5MGP8
6.8PL,ATP5MJ
ATP5MPL,ATP5MJ
C14ORF2,ATP5MJ
MLQ,ATP5MJ
MP68,ATP5MJ
AGP,ATP5MK
ATP5MD,ATP5MK
BA792D24.4,ATP5MK
DAPIT,ATP5MK
MGC14697,ATP5MK
USMG5,ATP5MK
ATP5F1P1,ATP5PBP1
ATP5F1P2,ATP5PBP2
ATP5F1P4,ATP5PBP4
ATP5F1P5,ATP5PBP5
ATP5F1P7,ATP5PBP7
ATP5HP1,ATP5PDP1
HST18164,ATP5PDP1
ATP5HP2,ATP5PDP2
ATP5HP4,ATP5PDP4
ATP5,ATP5PF
ATP5A,ATP5PF
ATP5J,ATP5PF
ATPM,ATP5PF
CF6,ATP5PF
ATP5JP1,ATP5PFP1
ATP5O,ATP5PO
ATPO,ATP5PO
OSCP,ATP5PO
16A,ATP6AP1
AC45,ATP6AP1
ATP6IP1,ATP6AP1
ATP6S1,ATP6AP1
CF2,ATP6AP1
ORF,ATP6AP1
VATPS1,ATP6AP1
XAP-3,ATP6AP1
XAP3,ATP6AP1
APT6M8-9,ATP6AP2
ATP6IP2,ATP6AP2
ATP6M8-9,ATP6AP2
M8-9,ATP6AP2
PRR,ATP6AP2
RENR,ATP6AP2
ATP6C,ATP6V1C1
ATP6D,ATP6V1C1
VATC,ATP6V1C1
VMA5,ATP6V1C1
ATP6M,ATP6V1D
VATD,ATP6V1D
VMA8,ATP6V1D
ATP6E,ATP6V1E1
ATP6E2,ATP6V1E1
ATP6V1E,ATP6V1E1
P31,ATP6V1E1
VMA4,ATP6V1E1
ATP6EP2,ATP6V1E1P2
ATP6V1EP2,ATP6V1E1P2
ATP6G,ATP6V1G1
ATP6G1,ATP6V1G1
ATP6GL,ATP6V1G1
ATP6J,ATP6V1G1
DKFZP547P234,ATP6V1G1
VMA10,ATP6V1G1
ATP6V1GP1,ATP6V1G1P1
ATP6V1GP2,ATP6V1G1P2
ATP6G,ATP6V1G2
ATP6G2,ATP6V1G2
EM:AC004181.3,ATP6V1G2
NG38,ATP6V1G2
VMA10,ATP6V1G2
ATP6G3,ATP6V1G3
VMA10,ATP6V1G3
CGI-11,ATP6V1H
SFD,ATP6V1H
SFDALPHA,ATP6V1H
SFDBETA,ATP6V1H
VMA13,ATP6V1H
A4,ATP6V0A4
ATP6N1B,ATP6V0A4
ATP6N2,ATP6V0A4
RDRTA2,ATP6V0A4
RTA1C,ATP6V0A4
RTADR,ATP6V0A4
STV1,ATP6V0A4
VPH1,ATP6V0A4
VPP2,ATP6V0A4
ATP6C,ATP6V0C
ATP6L,ATP6V0C
ATPL,ATP6V0C
VATL,ATP6V0C
VMA3,ATP6V0C
ATP6D2,ATP6V0D2
FLJ38708,ATP6V0D2
VMA6,ATP6V0D2
MNK,ATP7A
WND,ATP7B
ATPIB,ATP8A2
ML-1,ATP8A2
ATPIC,ATP8B1
BRIC,ATP8B1
FIC1,ATP8B1
PFIC,ATP8B1
PFIC1,ATP8B1
RP11-35G9.3,ATP8B1-AS1
ATPIM,ATP8B4
KIAA1939,ATP8B4
ATPIIA,ATP9A
KIAA0611,ATP9A
ATPIIB,ATP9B
ATPVB,ATP10B
FLJ21477,ATP10B
KIAA0715,ATP10B
ATPVD,ATP10D
KIAA1487,ATP10D
ATPIH,ATP11A
ATPIS,ATP11A
KIAA1021,ATP11A
C13ORF35,ATP11AUN
FLJ26443,ATP11AUN
SMABLO1,ATP11AUN
ATP1AL1,ATP12A
H-K-ATPASE,ATP12A
HK,ATP12A
DKFZP761I1011,ATP13A4
FLJ37958,ATP13A4
KUB3,ATP23
XRCC6BP1,ATP23
FRP1,ATR
MEC1,ATR
SCKL,ATR
SCKL1,ATR
DPPT-L,ATRN
MGCA,ATRN
ALP,ATRNL1
FLJ45344,ATRNL1
KIAA0534,ATRNL1
JMS,ATRX
MRX52,ATRX
RAD54,ATRX
XH2,ATRX
XNP,ATRX
ATX2,ATXN2
SCA2,ATXN2
TNRC13,ATXN2
ATX3,ATXN3
JOS,ATXN3
MJD,ATXN3
SCA3,ATXN3
MJDL,ATXN3L
ADCAII,ATXN7
OPCA3,ATXN7
SCA7,ATXN7
SGF73,ATXN7
LNC-SCA7,ATXN7L3B
KLHL1AS,ATXN8OS
NCRNA00003,ATXN8OS
SCA8,ATXN8OS
ATX10,ATXN10
E46L,ATXN10
FLJ37990,ATXN10
SCA10,ATXN10
AIK,AURKA
ARK1,AURKA
AURA,AURKA
BTAK,AURKA
PPP1R47,AURKA
STK15,AURKA
STK6,AURKA
STK7,AURKA
AURKAPS2,AURKAP2
STK6LP,AURKAP2
AIK2,AURKB
AIM-1,AURKB
ARK2,AURKB
AURB,AURKB
IPL1,AURKB
PPP1R48,AURKB
STK12,AURKB
STK5,AURKB
AURBPS1,AURKBP1
AURKBPS1,AURKBP1
PDCD12,AVEN
ADH,AVP
ARVP,AVP
AVPR1,AVPR1A
DIR,AVPR2
DIR3,AVPR2
V2R,AVPR2
DGAT2L3,AWAT1
DGAT2L4,AWAT2
MFAT,AWAT2
PPP1R49,AXIN1
ARK,AXL
JTK11,AXL
TYRO7,AXL
UFO,AXL
AZ2,AZI2
FLJ21939,AZI2
NAP1,AZI2
AZAMP,AZU1
AZU,AZU1
CAP37,AZU1
HBP,AZU1
HUMAZUR,AZU1
NAZC,AZU1
B3GALANT1,B3GALNT1
B3GALT3,B3GALNT1
BETA3GAL-T3,B3GALNT1
GALT3,B3GALNT1
GLOB,B3GALNT1
MGC39558,B3GALNT2
BETA3GAL-T4,B3GALT4
GALT4,B3GALT4
B3GALT-V,B3GALT5
B3T5,B3GALT5
BETA3GAL-T5,B3GALT5
GLCT5,B3GALT5
C21ORF88,B3GALT5-AS1
B3GNT10,B3GALT9
B3GALTL,B3GLCT
B3GLC-T,B3GLCT
B3GTL,B3GLCT
B3GN-T1,B3GNT2
B3GN-T2,B3GNT2
B3GNT-2,B3GNT2
B3GNT1,B3GNT2
BETA3GNT,B3GNT2
B3GN-T4,B3GNT4
BETA3GN-T4,B3GNT4
B3GN-T5,B3GNT5
BETA3GN-T5,B3GNT5
MGC4655,B3GNT9
B3GNT8,B3GNTL1
BETA1-4GALNAC-T,B4GALNT1
GALGT,B4GALNT1
SPG26,B4GALNT1
CAD,B4GALNT2
GALGT2,B4GALNT2
SDA,B4GALNT2
B4GALNAC-T3,B4GALNT3
FLJ16224,B4GALNT3
FLJ40362,B4GALNT3
BETA4GAL-T4,B4GALT4
BETA4GALT-V,B4GALT5
BETA4GALT-VI,B4GALT6
B3GN-T1,B4GAT1
B3GNT1,B4GAT1
B3GNT6,B4GAT1
BETA3GNTI,B4GAT1
IGAT,B4GAT1
IGNT,B4GAT1
MGC4093,B9D2
MKS10,B9D2
MKSR-2,B9D2
BAT,BAAT
C19ORF62,BABAM1
FLJ20571,BABAM1
HSPC142,BABAM1
MERIT40,BABAM1
NBA1,BABAM1
AEPLC,BACE2
ALP56,BACE2
CEAP1,BACE2
DRAP,BACE2
